timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1596720717116,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720718116,76827,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720718116,17718,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720718116,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720719116,76826,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720719116,17506,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720719116,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720720117,76851,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720720117,19860,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720720117,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720721117,76879,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720721117,22426,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720721117,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720722117,76874,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720722117,19539,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720722117,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720723119,76869,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720723119,17818,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720723119,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720724119,76870,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720724119,18673,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720724119,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720725119,76888,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720725119,19761,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720725119,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720726119,76898,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720726119,19776,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720726119,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720727119,76811,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720727119,17551,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720727119,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720728119,76809,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720728120,19574,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720728120,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720729120,76810,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720729120,17291,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720729120,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720730120,76810,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720730120,19133,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720730120,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720731120,76857,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720731120,36336,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720731120,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720732120,76903,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720732120,29684,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720732120,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720733120,76903,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720733120,20280,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720733120,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720734120,76906,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720734120,22289,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720734120,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720735120,76908,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720735120,18748,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720735120,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720736120,76905,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720736120,25274,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720736120,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720737120,76904,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720737120,21733,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720737120,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720738120,76889,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720738120,16252,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720738120,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720739120,76888,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720739120,19796,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1596720739120,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1596720740121,76888,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1596720740150,21756,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
